Company Name,Rating,Company Type,Rated For,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,page_no
ShipBob,4.3,Logistics | Chicago +1 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits",84,290,13,--,6,6,500
Supertron Electronics,4.6,IT Services & Consulting | Kolkata +23 other locations,"Highly Rated For Job Security, Salary & Benefits, Company Culture",83,379,2,--,7,--,500
Believers Church Medical College Hospital,4.5,Healthcare | Thiruvalla +5 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Job Security",83,370,3,--,6,--,500
Emerson Export Engineering,4.2,Import & Export | Nashik +2 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",83,603,12,--,9,--,500
Huber Suhner Electronics,4.2,Electrical Equipment | Pfäffikon +5 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",83,568,6,3,12,--,500
Data is Good,4.1,EdTech | Noida +3 other locations,"Highly Rated For Salary & Benefits, Skill Development / Learning, Work Satisfaction",83,223,4,--,9,--,500
Pune Institute of Business Management,3.5,Education & Training | Pune +7 other locations,"Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",83,463,7,--,10,--,500
Juego Studio,3.8,IT Services & Consulting | Bangalore/Bengaluru +2 other locations,"Highly Rated For Skill Development / Learning, Job Security  Critically Rated For Salary & Benefits, Promotions / Appraisal",83,349,11,16,10,--,500
MotivityLabs,3.2,IT Services & Consulting | Irving +1 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Salary & Benefits",83,912,10,21,2,5,500
Vishal Enterprises,4.2,Fashion & Textile | New Delhi +25 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Work Satisfaction",83,494,3,--,6,--,500
TROPICAL AGROSYSTEM (I),4.5,Agro Chemicals | Chennai +32 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",83,290,--,1,10,--,500
Apeejay School,3,Education & Training | Faridabad +9 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",83,423,6,--,4,--,500
Rain Industries,3.8,Chemicals / Agri Inputs | Hyderabad/Secunderabad +10 other locations,"Highly Rated For Work Life Balance  Critically Rated For Company Culture, Promotions / Appraisal, Skill Development / Learning",83,508,10,12,12,2,500
Bankedge,3.3,Education & Training | Mumbai +14 other locations,"Critically Rated For Job Security, Work Life Balance, Promotions / Appraisal",83,210,4,--,28,--,500
Vital Laboratories,3.9,Pharma | Mumbai +7 other locations,"Critically Rated For Company Culture, Work Satisfaction, Job Security",83,663,4,--,5,--,500
Ever Electronics,3.9,Electronics Manufacturing | New Delhi +3 other locations,"Highly Rated For Job Security, Skill Development / Learning, Work Satisfaction  Critically Rated For Promotions / Appraisal",83,368,4,--,10,--,500
BSL,3.9,Fashion & Textile | Bhilwara +14 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",83,576,8,--,6,--,500
Plan International,4.3,Non-Profit | Surrey +21 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits  Critically Rated For Job Security",83,328,3,20,10,--,500
Optimize IT Systems,3.9,IT Services & Consulting | Bidhannagar +9 other locations,"Highly Rated For Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security",83,570,10,--,16,--,500
Mumbai Metro One,3.7,Urban Transport | Mumbai +2 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Company Culture",83,582,5,--,6,--,500
Sarda Metals & Alloys,4.3,Metals & Mining | Raipur +4 other locations,"Highly Rated For Job Security, Work Life Balance, Work Satisfaction",83,454,8,--,4,--,500
ECI Telecom,4.4,Hardware & Networking | Petah Tikva +14 other locations,"Highly Rated For Company Culture, Job Security, Skill Development / Learning",83,633,4,3,15,--,500
DP Chocolates,4.2,Food Processing | Hyderabad +8 other locations,"Highly Rated For Skill Development / Learning, Job Security, Work Life Balance",83,424,4,--,5,--,500
Mangalore Chemicals & Fertilizers,4.4,Agro Chemicals | Bangalore/Bengaluru +8 other locations,"Highly Rated For Job Security, Skill Development / Learning, Work Satisfaction  Critically Rated For Salary & Benefits",83,545,--,--,5,--,500
Cozmo Travel,3.7,Travel & Tourism | Sharjah +12 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",83,378,1,5,26,--,500
Zazz IT Solutions,4.2,IT Services & Consulting | Toronto +2 other locations,"Highly Rated For Work Satisfaction, Salary & Benefits, Company Culture",83,226,22,--,21,24,500
Knowlarity,4.2,BPO | Gurgaon +6 other locations,"Highly Rated For Salary & Benefits, Work Life Balance, Company Culture",83,913,11,--,15,--,500
Accord Software & Systems,3.8,Software Product | Bangalore/Bengaluru +3 other locations,"Highly Rated For Job Security  Critically Rated For Salary & Benefits, Promotions / Appraisal, Work Satisfaction",83,896,7,8,8,--,500
Voltas Beko Home Appliances,3.8,Mumbai +11 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",83,453,8,--,8,--,500
Daurala Sugar Works,3.9,Food Processing | Bharuch +2 other locations,Highly Rated For Job Security  Critically Rated For Promotions / Appraisal,83,462,5,1,4,--,500
Apeejay School,3,Education & Training | Faridabad +9 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",83,423,6,--,4,--,500
Bankedge,3.3,Education & Training | Mumbai +14 other locations,"Critically Rated For Job Security, Work Life Balance, Promotions / Appraisal",83,210,4,--,28,--,500
Stemrobo Technologies,4.2,IT Services & Consulting | Noida +2 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Job Security",84,255,5,7,14,--,500
Shemford Futuristic School,3.3,Education & Training | New Delhi +35 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Salary & Benefits",83,309,4,--,11,4,500
Jayasree Techno Solutions,5,Chemicals | Hyderabad/Secunderabad +11 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",83,14,2,--,14,5,500
Vishal Enterprises,4.2,Fashion & Textile | New Delhi +25 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Work Satisfaction",83,494,3,--,6,--,500
TROPICAL AGROSYSTEM (I),4.5,Agro Chemicals | Chennai +32 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",83,290,--,1,10,--,500
Infrabeat Technologies,4,IT Services & Consulting | pune +4 other locations,Highly Rated For Skill Development / Learning,83,784,5,15,10,--,500
MotivityLabs,3.2,IT Services & Consulting | Irving +1 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Salary & Benefits",83,912,10,21,2,5,500
Rain Industries,3.8,Chemicals / Agri Inputs | Hyderabad/Secunderabad +10 other locations,"Highly Rated For Work Life Balance  Critically Rated For Company Culture, Promotions / Appraisal, Skill Development / Learning",83,508,10,12,12,2,500
Ever Electronics,3.9,Electronics Manufacturing | New Delhi +3 other locations,"Highly Rated For Job Security, Skill Development / Learning, Work Satisfaction  Critically Rated For Promotions / Appraisal",83,368,4,--,10,--,500
Juego Studio,3.8,IT Services & Consulting | Bangalore/Bengaluru +2 other locations,"Highly Rated For Skill Development / Learning, Job Security  Critically Rated For Salary & Benefits, Promotions / Appraisal",83,349,11,16,10,--,500
ShipBob,4.3,Logistics | Chicago +1 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits",84,290,13,--,6,6,500
Believers Church Medical College Hospital,4.5,Healthcare | Thiruvalla +5 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Job Security",83,370,3,--,6,--,500
Vital Laboratories,3.9,Pharma | Mumbai +7 other locations,"Critically Rated For Company Culture, Work Satisfaction, Job Security",83,663,4,--,5,--,500
Hubert Enviro Care Systems,3.2,Waste Management | Chennai +16 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Company Culture",83,663,5,22,4,--,500
Yuto Printing and Packaging,3.4,Packaging | Pune +7 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Salary & Benefits",83,678,17,2,12,1,500
Times Network,3.7,Broadcasting | Mumbai +7 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",83,905,2,--,8,--,500
Teqtous Inc,5,IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,"Highly Rated For Job Security, Work Life Balance, Work Satisfaction",83,9,--,--,--,--,500
Experion Developers,4.2,Real Estate | Gurgaon +7 other locations,"Highly Rated For Work Life Balance, Salary & Benefits, Company Culture",83,534,3,--,9,--,500
Pixis,4,Internet | Burlingame +1 other locations,"Highly Rated For Salary & Benefits, Promotions / Appraisal, Work Satisfaction",83,515,13,6,16,--,500
Avacend Solutions,3.8,Recruitment | Chennai +15 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Skill Development / Learning",83,607,6,--,15,--,500
Phoenix Mecano,4.1,Industrial Machinery | Stein am Rhein +7 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture",83,641,2,--,8,--,500
St Stephens Hospital,3.9,Healthcare | New Delhi +3 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance, Work Satisfaction  Critically Rated For Promotions / Appraisal, Salary & Benefits",83,339,1,--,11,--,500
Cico Technologies,4.2,Chemicals | New Delhi +18 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",83,297,4,--,6,--,500
Magicmind Technologies,4,IT Services & Consulting | Kolkata +1 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning",83,214,6,7,29,3,500
Phoenix Mecano,4.1,Industrial Machinery | Stein am Rhein +7 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture",83,641,2,--,8,--,500
Ptc Industries,3.6,Iron & Steel | Lucknow +4 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",83,518,12,1,12,1,500
Allianz Global Assistance,3.7,Kolkata +8 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",83,311,1,--,4,--,500
IFFCO Kisan Finance,4,Mandsaur +25 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,83,360,9,--,6,--,500
Eisneramper LLP,3.2,Accounting & Auditing | New York +9 other locations,"Critically Rated For Work Satisfaction, Promotions / Appraisal, Work Life Balance",83,769,9,--,3,--,500
Mahindra Powerol,3.8,Industrial Machinery | Mumbai +31 other locations,"Highly Rated For Skill Development / Learning, Job Security  Critically Rated For Promotions / Appraisal",83,489,5,9,6,--,500
Mobicule Technologies,3.2,Software Product | Mumbai +6 other locations,"Critically Rated For Salary & Benefits, Promotions / Appraisal, Work Life Balance",83,596,11,10,3,1,500
Brightsun Travel,3.3,Travel & Tourism | Gurgaon/Gurugram +3 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",83,458,6,6,9,--,500
Rocket Software,4.2,IT Services & Consulting | Waltham +5 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits  Critically Rated For Promotions / Appraisal",83,807,11,27,11,--,500
M G Contractors,4.6,Engineering & Construction | Delhi +19 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",83,428,1,--,13,--,500
Dana Group,4.3,Pharma | Lagos +15 other locations,"Highly Rated For Company Culture, Job Security, Skill Development / Learning",83,468,--,--,8,--,500
Youngman India,3.8,Building Material | Noida +17 other locations,Critically Rated For Promotions / Appraisal,83,626,14,--,6,15,500
Garrett - Advancing Motion,3.6,Auto Components | Rolle +5 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",83,770,12,13,9,4,500
Forace Polymers,3.3,Chemicals | Haridwar +2 other locations,"Critically Rated For Company Culture, Skill Development / Learning, Job Security",83,554,10,--,6,--,500
Spaze Towers,3.8,Real Estate | Gurgaon/Gurugram +2 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",83,434,2,1,5,13,500
insightsoftware,3.6,Software Product | Raleigh +2 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Skill Development / Learning",83,627,16,45,2,16,500
Arabian Bemco Contracting Co,4.5,Engineering & Construction | Jeddah  +10 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance, Job Security",82,125,2,--,17,--,500
ING Vysya Bank,4.4,Banking | Mumbai +37 other locations,"Highly Rated For Work Satisfaction, Work Life Balance, Job Security",--,--,--,--,--,--,500
VAR Facility Management Solutions,4.3,Facility Management Services | Bengaluru +6 other locations,"Highly Rated For Work Life Balance, Salary & Benefits, Company Culture",82,357,1,--,9,--,500
Capstone Securities Analysis,4.3,Financial Services | Pune,"Highly Rated For Work Satisfaction, Company Culture, Work Life Balance",82,198,3,--,14,--,500
LARVOL,4.1,Pharma | San Francisco +6 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Job Security",82,165,3,8,14,17,500
VAR Facility Management Solutions,4.3,Facility Management Services | Bengaluru +6 other locations,"Highly Rated For Work Life Balance, Salary & Benefits, Company Culture",82,357,1,--,9,--,500
Al Muzain,4.2,Oil & Gas | Al Jubail +8 other locations,"Highly Rated For Skill Development / Learning, Work Satisfaction, Company Culture",82,251,3,--,14,--,500
Marino Food Products,4,Food Processing | Hyderabad +23 other locations,Highly Rated For Work Life Balance  Critically Rated For Skill Development / Learning,82,347,7,1,6,--,500
IFL Housing Finance,4.1,Financial Services | Indore +27 other locations,"Highly Rated For Work Life Balance, Work Satisfaction, Company Culture",82,371,1,2,6,--,500
Lotus Surgicals,3.8,Medical Equipment | Mumbai +18 other locations,"Critically Rated For Promotions / Appraisal, Skill Development / Learning",82,378,4,--,5,--,500
